14,14,20,20,20,20,8,8,8,8,1,8,8,8,8,8,8,8,8,8
14,14,14,20,20,20,8,8,8,8,1,8,8,8,8,8,8,8,8,8
14,14,14,14,20,20,20,8,8,8,1,8,8,8,8,8,8,8,8,8
14,14,14,14,14,20,20,8,8,8,1,8,9,8,8,8,8,8,8,8
14,14,14,14,14,14,20,8,8,8,1,8,8,8,8,8,8,8,8,8
14,14,14,14,14,14,14,20,8,8,1,8,8,8,8,8,8,8,8,10
14,14,14,14,14,14,14,14,8,8,1,8,8,8,8,8,8,8,10,10
14,14,14,14,14,14,14,14,8,8,1,8,8,8,8,8,8,10,10,10
14,14,14,14,14,14,14,14,8,8,1,8,8,8,8,8,10,10,10,10
14,14,14,14,14,14,14,14,14,8,1,8,8,8,8,10,10,10,10,10
7,7,7,7,7,7,7,7,7,1,6,1,1,3,3,3,3,3,3,3
14,14,14,14,14,14,14,14,14,8,1,8,8,8,8,10,10,10,10,10
14,14,14,14,14,14,14,14,8,8,1,8,8,8,8,8,10,10,10,10
14,14,14,14,14,14,14,14,8,8,1,8,8,8,8,8,8,10,10,10
14,14,14,14,14,14,14,14,8,8,1,8,8,8,8,8,8,8,10,10
14,14,14,14,14,14,14,20,8,8,1,8,8,8,8,8,8,8,8,10
14,14,14,14,14,14,20,8,8,8,1,8,8,8,8,8,8,8,8,8
14,14,14,14,14,20,20,8,8,8,1,8,8,8,8,8,8,8,8,8
14,14,14,14,20,20,20,8,8,8,1,8,8,8,8,8,8,8,8,8
14,14,14,20,20,20,8,8,8,8,1,8,8,8,8,8,8,8,8,8
